id,tubeid,potid,gridid,species,pot,voidtype,datecolonized,worms,dead
T12_4A-55,12,T12_4A,55,ACHMIL,T12_4A,crack,64,absent,0
T12_4A-58,12,T12_4A,58,ACHMIL,T12_4A,crack,64,absent,0
T12_4A-59,12,T12_4A,59,ACHMIL,T12_4A,crack,64,absent,0
T12_4A-62,12,T12_4A,62,ACHMIL,T12_4A,crack,64,absent,0
T12_4A-63,12,T12_4A,63,ACHMIL,T12_4A,crack,64,absent,0
T12_4A-66,12,T12_4A,66,ACHMIL,T12_4A,crack,64,absent,0
T12_4A-74,12,T12_4A,74,ACHMIL,T12_4A,crack,64,absent,0
T12_4A-76,12,T12_4A,76,ACHMIL,T12_4A,crack,64,absent,0
T12_4A-77,12,T12_4A,77,ACHMIL,T12_4A,crack,64,absent,0
T12_4A-79,12,T12_4A,79,ACHMIL,T12_4A,crack,64,absent,0
T12_4A-98,12,T12_4A,98,ACHMIL,T12_4A,crack,64,absent,0
T12_4C-10,12,T12_4C,10,CAMROT,T12_4C,crack,64,absent,0
T12_4C-100,12,T12_4C,100,CAMROT,T12_4C,crack,64,absent,0
T12_4C-29,12,T12_4C,29,CAMROT,T12_4C,crack,64,absent,0
T12_4C-41,12,T12_4C,41,CAMROT,T12_4C,crack,64,absent,0
T12_4C-46,12,T12_4C,46,CAMROT,T12_4C,crack,64,absent,0
T12_4C-51,12,T12_4C,51,CAMROT,T12_4C,crack,64,absent,0
T12_4C-73,12,T12_4C,73,CAMROT,T12_4C,crack,64,absent,0
T12_4C-76,12,T12_4C,76,CAMROT,T12_4C,crack,64,absent,0
T12_4C-90,12,T12_4C,90,CAMROT,T12_4C,crack,64,absent,0
T12_4C-97,12,T12_4C,97,CAMROT,T12_4C,crack,64,absent,0
T12_4E-105,12,T12_4E,105,CAMROT,T12_4E,crack,64,absent,0
T12_4E-107,12,T12_4E,107,CAMROT,T12_4E,crack,64,absent,0
T12_4E-108,12,T12_4E,108,CAMROT,T12_4E,crack,64,absent,0
T12_4E-109,12,T12_4E,109,CAMROT,T12_4E,crack,64,absent,0
T12_4E-11,12,T12_4E,11,CAMROT,T12_4E,crack,64,absent,0
T12_4E-111,12,T12_4E,111,CAMROT,T12_4E,crack,64,absent,0
T12_4E-2,12,T12_4E,2,CAMROT,T12_4E,crack,64,absent,0
T12_4E-46,12,T12_4E,46,CAMROT,T12_4E,crack,64,absent,0
T12_4E-5,12,T12_4E,5,CAMROT,T12_4E,crack,64,absent,0
T12_4E-54,12,T12_4E,54,CAMROT,T12_4E,crack,64,absent,0
T12_4E-57,12,T12_4E,57,CAMROT,T12_4E,crack,64,absent,0
T12_4E-79,12,T12_4E,79,CAMROT,T12_4E,crack,64,absent,0
T12_4E-8,12,T12_4E,8,CAMROT,T12_4E,crack,64,absent,0
T15_5A-109,15,T15_5A,109,ACHMIL,T15_5A,crack,64,absent,0
T15_5A-15,15,T15_5A,15,ACHMIL,T15_5A,crack,64,absent,0
T15_5A-35,15,T15_5A,35,ACHMIL,T15_5A,crack,64,absent,0
T15_5A-39,15,T15_5A,39,ACHMIL,T15_5A,crack,64,absent,0
T15_5A-83,15,T15_5A,83,ACHMIL,T15_5A,crack,64,absent,0
T15_5A-92,15,T15_5A,92,ACHMIL,T15_5A,crack,64,absent,0
T15_5D-100,15,T15_5D,100,CAMROT,T15_5D,crack,64,absent,0
T15_5D-103,15,T15_5D,103,CAMROT,T15_5D,crack,64,absent,0
T15_5D-22,15,T15_5D,22,CAMROT,T15_5D,crack,64,absent,0
T15_5D-38,15,T15_5D,38,CAMROT,T15_5D,crack,64,absent,0
T15_5D-39,15,T15_5D,39,CAMROT,T15_5D,crack,64,absent,0
T15_5D-40,15,T15_5D,40,CAMROT,T15_5D,crack,64,absent,0
T15_5D-42,15,T15_5D,42,CAMROT,T15_5D,crack,64,absent,0
T15_5D-45,15,T15_5D,45,CAMROT,T15_5D,crack,64,absent,0
T15_5D-49,15,T15_5D,49,CAMROT,T15_5D,crack,64,absent,0
T15_5D-59,15,T15_5D,59,CAMROT,T15_5D,crack,64,absent,0
T15_5D-63,15,T15_5D,63,CAMROT,T15_5D,crack,64,absent,0
T15_5D-65,15,T15_5D,65,CAMROT,T15_5D,crack,64,absent,0
T15_5D-66,15,T15_5D,66,CAMROT,T15_5D,crack,64,absent,0
T15_5D-67,15,T15_5D,67,CAMROT,T15_5D,crack,64,absent,0
T15_5D-88,15,T15_5D,88,CAMROT,T15_5D,crack,64,absent,0
T15_5D-89,15,T15_5D,89,CAMROT,T15_5D,crack,64,absent,0
T18_6C-26,18,T18_6C,26,ACHMIL,T18_6C,crack,64,absent,0
T18_6C-31,18,T18_6C,31,ACHMIL,T18_6C,crack,64,absent,0
T18_6C-34,18,T18_6C,34,ACHMIL,T18_6C,crack,64,absent,0
T18_6C-37,18,T18_6C,37,ACHMIL,T18_6C,crack,64,absent,0
T18_6C-59,18,T18_6C,59,ACHMIL,T18_6C,crack,64,absent,0
T18_6C-62,18,T18_6C,62,ACHMIL,T18_6C,crack,64,absent,0
T18_6C-94,18,T18_6C,94,ACHMIL,T18_6C,crack,64,absent,0
T18_6C-95,18,T18_6C,95,ACHMIL,T18_6C,crack,64,absent,0
T18_6E-58,18,T18_6E,58,CAMROT,T18_6E,crack,64,absent,0
T18_6E-61,18,T18_6E,61,CAMROT,T18_6E,crack,64,absent,0
T18_6E-73,18,T18_6E,73,CAMROT,T18_6E,crack,64,absent,0
T18_6E-74,18,T18_6E,74,CAMROT,T18_6E,crack,64,absent,0
T18_6E-76,18,T18_6E,76,CAMROT,T18_6E,crack,64,absent,0
T18_6E-79,18,T18_6E,79,CAMROT,T18_6E,crack,64,absent,0
T18_6E-82,18,T18_6E,82,CAMROT,T18_6E,crack,64,absent,0
T18_6E-97,18,T18_6E,97,CAMROT,T18_6E,crack,64,absent,0
T21_7A-1,21,T21_7A,1,ACHMIL,T21_7A,crack,64,absent,0
T21_7A-104,21,T21_7A,104,ACHMIL,T21_7A,crack,64,absent,0
T21_7A-107,21,T21_7A,107,ACHMIL,T21_7A,crack,64,absent,0
T21_7A-110,21,T21_7A,110,ACHMIL,T21_7A,crack,64,absent,0
T21_7B-10,21,T21_7B,10,CAMROT,T21_7B,crack,64,absent,0
T21_7B-106,21,T21_7B,106,CAMROT,T21_7B,crack,64,absent,0
T21_7B-44,21,T21_7B,44,CAMROT,T21_7B,crack,64,absent,0
T21_7D-10,21,T21_7D,10,ACHMIL,T21_7D,crack,64,absent,0
T21_7D-101,21,T21_7D,101,ACHMIL,T21_7D,crack,64,absent,0
T21_7D-68,21,T21_7D,68,ACHMIL,T21_7D,crack,64,absent,0
T21_7D-7,21,T21_7D,7,ACHMIL,T21_7D,crack,64,absent,0
T21_7D-71,21,T21_7D,71,ACHMIL,T21_7D,crack,64,absent,0
T21_7D-77,21,T21_7D,77,ACHMIL,T21_7D,crack,64,absent,0
T21_7D-8,21,T21_7D,8,ACHMIL,T21_7D,crack,64,absent,0
T21_7D-80,21,T21_7D,80,ACHMIL,T21_7D,crack,64,absent,0
T21_7D-9,21,T21_7D,9,ACHMIL,T21_7D,crack,64,absent,0
T21_7D-90,21,T21_7D,90,ACHMIL,T21_7D,crack,64,absent,0
T21_7E-10,21,T21_7E,10,CAMROT,T21_7E,crack,64,absent,0
T21_7E-100,21,T21_7E,100,CAMROT,T21_7E,crack,64,absent,0
T21_7E-11,21,T21_7E,11,CAMROT,T21_7E,crack,64,absent,0
T21_7E-14,21,T21_7E,14,CAMROT,T21_7E,crack,64,absent,0
T21_7E-15,21,T21_7E,15,CAMROT,T21_7E,crack,64,absent,0
T21_7E-21,21,T21_7E,21,CAMROT,T21_7E,crack,64,absent,0
T21_7E-23,21,T21_7E,23,CAMROT,T21_7E,crack,64,absent,0
T21_7E-24,21,T21_7E,24,CAMROT,T21_7E,crack,64,absent,0
T21_7E-33,21,T21_7E,33,CAMROT,T21_7E,crack,64,absent,0
T21_7E-62,21,T21_7E,62,CAMROT,T21_7E,crack,64,absent,0
T24_8A-10,24,T24_8A,10,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-100,24,T24_8A,100,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-102,24,T24_8A,102,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-103,24,T24_8A,103,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-105,24,T24_8A,105,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-107,24,T24_8A,107,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-108,24,T24_8A,108,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-109,24,T24_8A,109,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-110,24,T24_8A,110,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-13,24,T24_8A,13,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-16,24,T24_8A,16,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-19,24,T24_8A,19,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-22,24,T24_8A,22,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-25,24,T24_8A,25,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-28,24,T24_8A,28,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-31,24,T24_8A,31,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-34,24,T24_8A,34,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-37,24,T24_8A,37,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-4,24,T24_8A,4,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-46,24,T24_8A,46,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-7,24,T24_8A,7,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-77,24,T24_8A,77,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-83,24,T24_8A,83,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-86,24,T24_8A,86,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-89,24,T24_8A,89,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-90,24,T24_8A,90,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-93,24,T24_8A,93,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-94,24,T24_8A,94,ACHMIL,T24_8A,crack,64,absent,0
T24_8A-97,24,T24_8A,97,ACHMIL,T24_8A,crack,64,absent,0
T24_8E-100,24,T24_8E,100,CAMROT,T24_8E,crack,64,absent,0
T24_8E-103,24,T24_8E,103,CAMROT,T24_8E,crack,64,absent,0
T24_8E-106,24,T24_8E,106,CAMROT,T24_8E,crack,64,absent,0
T24_8E-14,24,T24_8E,14,CAMROT,T24_8E,crack,64,absent,0
T24_8E-44,24,T24_8E,44,CAMROT,T24_8E,crack,64,absent,0
T24_8E-46,24,T24_8E,46,CAMROT,T24_8E,crack,64,absent,0
T24_8E-47,24,T24_8E,47,CAMROT,T24_8E,crack,64,absent,0
T24_8E-50,24,T24_8E,50,CAMROT,T24_8E,crack,64,absent,0
T24_8E-77,24,T24_8E,77,CAMROT,T24_8E,crack,64,absent,0
T24_8E-78,24,T24_8E,78,CAMROT,T24_8E,crack,64,absent,0
T24_8E-96,24,T24_8E,96,CAMROT,T24_8E,crack,64,absent,0
T24_8E-99,24,T24_8E,99,CAMROT,T24_8E,crack,64,absent,0
T27_9A-67,27,T27_9A,67,CAMROT,T27_9A,crack,64,absent,0
T27_9A-94,27,T27_9A,94,CAMROT,T27_9A,crack,64,absent,0
T27_9B-88,27,T27_9B,88,ACHMIL,T27_9B,crack,64,absent,0
T3_1B-1,3,T3_1B,1,ACHMIL,T3_1B,crack,64,absent,0
T3_1B-103,3,T3_1B,103,ACHMIL,T3_1B,crack,64,absent,0
T3_1B-106,3,T3_1B,106,ACHMIL,T3_1B,crack,64,absent,0
T3_1B-107,3,T3_1B,107,ACHMIL,T3_1B,crack,64,absent,0
T3_1B-108,3,T3_1B,108,ACHMIL,T3_1B,crack,64,absent,0
T3_1B-109,3,T3_1B,109,ACHMIL,T3_1B,crack,64,absent,0
T3_1B-110,3,T3_1B,110,ACHMIL,T3_1B,crack,64,absent,0
T3_1B-16,3,T3_1B,16,ACHMIL,T3_1B,crack,64,absent,0
T3_1B-17,3,T3_1B,17,ACHMIL,T3_1B,crack,64,absent,0
T3_1B-19,3,T3_1B,19,ACHMIL,T3_1B,crack,64,absent,0
T3_1B-2,3,T3_1B,2,ACHMIL,T3_1B,crack,64,absent,0
T3_1B-28,3,T3_1B,28,ACHMIL,T3_1B,crack,64,absent,0
T3_1B-31,3,T3_1B,31,ACHMIL,T3_1B,crack,64,absent,0
T3_1B-4,3,T3_1B,4,ACHMIL,T3_1B,crack,64,absent,0
T3_1B-8,3,T3_1B,8,ACHMIL,T3_1B,crack,64,absent,0
T33_11A-1,33,T33_11A,1,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-10,33,T33_11A,10,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-102,33,T33_11A,102,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-104,33,T33_11A,104,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-105,33,T33_11A,105,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-14,33,T33_11A,14,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-35,33,T33_11A,35,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-36,33,T33_11A,36,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-37,33,T33_11A,37,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-40,33,T33_11A,40,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-41,33,T33_11A,41,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-44,33,T33_11A,44,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-65,33,T33_11A,65,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-66,33,T33_11A,66,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-7,33,T33_11A,7,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-73,33,T33_11A,73,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-74,33,T33_11A,74,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-76,33,T33_11A,76,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-80,33,T33_11A,80,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-82,33,T33_11A,82,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-83,33,T33_11A,83,ACHMIL,T33_11A,crack,64,absent,0
T33_11A-88,33,T33_11A,88,ACHMIL,T33_11A,crack,64,absent,0
T33_11B-103,33,T33_11B,103,ACHMIL,T33_11B,crack,64,absent,0
T33_11B-106,33,T33_11B,106,ACHMIL,T33_11B,crack,64,absent,0
T33_11B-109,33,T33_11B,109,ACHMIL,T33_11B,crack,64,absent,0
T33_11B-38,33,T33_11B,38,ACHMIL,T33_11B,crack,64,absent,0
T33_11B-40,33,T33_11B,40,ACHMIL,T33_11B,crack,64,absent,0
T33_11B-41,33,T33_11B,41,ACHMIL,T33_11B,crack,64,absent,0
T33_11B-43,33,T33_11B,43,ACHMIL,T33_11B,crack,64,absent,0
T33_11B-44,33,T33_11B,44,ACHMIL,T33_11B,crack,64,absent,0
T33_11B-50,33,T33_11B,50,ACHMIL,T33_11B,crack,64,absent,0
T33_11B-53,33,T33_11B,53,ACHMIL,T33_11B,crack,64,absent,0
T33_11B-83,33,T33_11B,83,ACHMIL,T33_11B,crack,64,absent,0
T33_11B-85,33,T33_11B,85,ACHMIL,T33_11B,crack,64,absent,0
T33_11B-88,33,T33_11B,88,ACHMIL,T33_11B,crack,64,absent,0
T33_11B-91,33,T33_11B,91,ACHMIL,T33_11B,crack,64,absent,0
T33_11B-92,33,T33_11B,92,ACHMIL,T33_11B,crack,64,absent,0
T33_11D-19,33,T33_11D,19,CAMROT,T33_11D,crack,64,absent,0
T33_11D-22,33,T33_11D,22,CAMROT,T33_11D,crack,64,absent,0
T33_11D-68,33,T33_11D,68,CAMROT,T33_11D,crack,64,absent,0
T33_11D-71,33,T33_11D,71,CAMROT,T33_11D,crack,64,absent,0
T33_11D-74,33,T33_11D,74,CAMROT,T33_11D,crack,64,absent,0
T33_11D-79,33,T33_11D,79,CAMROT,T33_11D,crack,64,absent,0
T33_11D-80,33,T33_11D,80,CAMROT,T33_11D,crack,64,absent,0
T33_11D-82,33,T33_11D,82,CAMROT,T33_11D,crack,64,absent,0
T33_11D-83,33,T33_11D,83,CAMROT,T33_11D,crack,64,absent,0
T33_11D-87,33,T33_11D,87,CAMROT,T33_11D,crack,64,absent,0
T33_11D-88,33,T33_11D,88,CAMROT,T33_11D,crack,64,absent,0
T33_11D-89,33,T33_11D,89,CAMROT,T33_11D,crack,64,absent,0
T33_11D-91,33,T33_11D,91,CAMROT,T33_11D,crack,64,absent,0
T36_12D-20,36,T36_12D,20,CAMROT,T36_12D,crack,64,absent,0
T36_12D-21,36,T36_12D,21,CAMROT,T36_12D,crack,64,absent,0
T36_12D-22,36,T36_12D,22,CAMROT,T36_12D,crack,64,absent,0
T36_12D-23,36,T36_12D,23,CAMROT,T36_12D,crack,64,absent,0
T36_12D-25,36,T36_12D,25,CAMROT,T36_12D,crack,64,absent,0
T36_12D-28,36,T36_12D,28,CAMROT,T36_12D,crack,64,absent,0
T36_12D-31,36,T36_12D,31,CAMROT,T36_12D,crack,64,absent,0
T36_12D-32,36,T36_12D,32,CAMROT,T36_12D,crack,64,absent,0
T36_12D-34,36,T36_12D,34,CAMROT,T36_12D,crack,64,absent,0
T36_12D-35,36,T36_12D,35,CAMROT,T36_12D,crack,64,absent,0
T36_12D-40,36,T36_12D,40,CAMROT,T36_12D,crack,64,absent,0
T36_12D-41,36,T36_12D,41,CAMROT,T36_12D,crack,64,absent,0
T36_12D-44,36,T36_12D,44,CAMROT,T36_12D,crack,64,absent,0
T36_12D-47,36,T36_12D,47,CAMROT,T36_12D,crack,64,absent,0
T36_12D-48,36,T36_12D,48,CAMROT,T36_12D,crack,64,absent,0
T36_12D-50,36,T36_12D,50,CAMROT,T36_12D,crack,64,absent,0
T36_12D-51,36,T36_12D,51,CAMROT,T36_12D,crack,64,absent,0
T36_12D-52,36,T36_12D,52,CAMROT,T36_12D,crack,64,absent,0
T36_12D-53,36,T36_12D,53,CAMROT,T36_12D,crack,64,absent,0
T36_12D-55,36,T36_12D,55,CAMROT,T36_12D,crack,64,absent,0
T36_12D-58,36,T36_12D,58,CAMROT,T36_12D,crack,64,absent,0
T36_12D-59,36,T36_12D,59,CAMROT,T36_12D,crack,64,absent,0
T36_12D-61,36,T36_12D,61,CAMROT,T36_12D,crack,64,absent,0
T36_12D-62,36,T36_12D,62,CAMROT,T36_12D,crack,64,absent,0
T36_12D-64,36,T36_12D,64,CAMROT,T36_12D,crack,64,absent,0
T36_12D-67,36,T36_12D,67,CAMROT,T36_12D,crack,64,absent,0
T36_12D-77,36,T36_12D,77,CAMROT,T36_12D,crack,64,absent,0
T36_12D-84,36,T36_12D,84,CAMROT,T36_12D,crack,64,absent,0
T36_12D-89,36,T36_12D,89,CAMROT,T36_12D,crack,64,absent,0
T36_12E-100,36,T36_12E,100,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-103,36,T36_12E,103,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-106,36,T36_12E,106,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-107,36,T36_12E,107,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-109,36,T36_12E,109,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-110,36,T36_12E,110,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-12,36,T36_12E,12,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-16,36,T36_12E,16,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-20,36,T36_12E,20,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-23,36,T36_12E,23,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-28,36,T36_12E,28,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-35,36,T36_12E,35,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-52,36,T36_12E,52,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-73,36,T36_12E,73,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-74,36,T36_12E,74,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-78,36,T36_12E,78,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-8,36,T36_12E,8,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-80,36,T36_12E,80,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-81,36,T36_12E,81,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-85,36,T36_12E,85,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-88,36,T36_12E,88,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-89,36,T36_12E,89,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-9,36,T36_12E,9,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-91,36,T36_12E,91,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-92,36,T36_12E,92,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-94,36,T36_12E,94,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-95,36,T36_12E,95,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-97,36,T36_12E,97,ACHMIL,T36_12E,crack,64,absent,0
T36_12E-98,36,T36_12E,98,ACHMIL,T36_12E,crack,64,absent,0
T6_2A-101,6,T6_2A,101,ACHMIL,T6_2A,crack,64,absent,0
T6_2A-107,6,T6_2A,107,ACHMIL,T6_2A,crack,64,absent,0
T6_2A-13,6,T6_2A,13,ACHMIL,T6_2A,crack,64,absent,0
T6_2A-25,6,T6_2A,25,ACHMIL,T6_2A,crack,64,absent,0
T6_2A-28,6,T6_2A,28,ACHMIL,T6_2A,crack,64,absent,0
T6_2A-35,6,T6_2A,35,ACHMIL,T6_2A,crack,64,absent,0
T6_2A-36,6,T6_2A,36,ACHMIL,T6_2A,crack,64,absent,0
T6_2A-38,6,T6_2A,38,ACHMIL,T6_2A,crack,64,absent,0
T6_2A-4,6,T6_2A,4,ACHMIL,T6_2A,crack,64,absent,0
T6_2A-57,6,T6_2A,57,ACHMIL,T6_2A,crack,64,absent,0
T6_2A-68,6,T6_2A,68,ACHMIL,T6_2A,crack,64,absent,0
T6_2A-7,6,T6_2A,7,ACHMIL,T6_2A,crack,64,absent,0
T6_2A-8,6,T6_2A,8,ACHMIL,T6_2A,crack,64,absent,0
T6_2A-89,6,T6_2A,89,ACHMIL,T6_2A,crack,64,absent,0
T6_2A-92,6,T6_2A,92,ACHMIL,T6_2A,crack,64,absent,0
T6_2C-1,6,T6_2C,1,CAMROT,T6_2C,crack,64,absent,0
T6_2C-100,6,T6_2C,100,CAMROT,T6_2C,crack,64,absent,0
T6_2C-103,6,T6_2C,103,CAMROT,T6_2C,crack,64,absent,0
T6_2C-106,6,T6_2C,106,CAMROT,T6_2C,crack,64,absent,0
T6_2C-109,6,T6_2C,109,CAMROT,T6_2C,crack,64,absent,0
T6_2C-2,6,T6_2C,2,CAMROT,T6_2C,crack,64,absent,0
T6_2C-32,6,T6_2C,32,CAMROT,T6_2C,crack,64,absent,0
T6_2C-35,6,T6_2C,35,CAMROT,T6_2C,crack,64,absent,0
T6_2C-37,6,T6_2C,37,CAMROT,T6_2C,crack,64,absent,0
T6_2C-4,6,T6_2C,4,CAMROT,T6_2C,crack,64,absent,0
T6_2C-49,6,T6_2C,49,CAMROT,T6_2C,crack,64,absent,0
T6_2C-5,6,T6_2C,5,CAMROT,T6_2C,crack,64,absent,0
T6_2C-61,6,T6_2C,61,CAMROT,T6_2C,crack,64,absent,0
T6_2C-62,6,T6_2C,62,CAMROT,T6_2C,crack,64,absent,0
T6_2C-7,6,T6_2C,7,CAMROT,T6_2C,crack,64,absent,0
T6_2C-71,6,T6_2C,71,CAMROT,T6_2C,crack,64,absent,0
T6_2C-76,6,T6_2C,76,CAMROT,T6_2C,crack,64,absent,0
T6_2C-8,6,T6_2C,8,CAMROT,T6_2C,crack,64,absent,0
T6_2C-80,6,T6_2C,80,CAMROT,T6_2C,crack,64,absent,0
T6_2C-89,6,T6_2C,89,CAMROT,T6_2C,crack,64,absent,0
T6_2C-91,6,T6_2C,91,CAMROT,T6_2C,crack,64,absent,0
T6_2C-98,6,T6_2C,98,CAMROT,T6_2C,crack,64,absent,0
T6_2E-22,6,T6_2E,22,CAMROT,T6_2E,crack,64,absent,0
T6_2E-25,6,T6_2E,25,CAMROT,T6_2E,crack,64,absent,0
T6_2E-28,6,T6_2E,28,CAMROT,T6_2E,crack,64,absent,0
T6_2E-73,6,T6_2E,73,CAMROT,T6_2E,crack,64,absent,0
T6_2E-76,6,T6_2E,76,CAMROT,T6_2E,crack,64,absent,0
T6_2E-79,6,T6_2E,79,CAMROT,T6_2E,crack,64,absent,0
T6_2E-80,6,T6_2E,80,CAMROT,T6_2E,crack,64,absent,0
T6_2E-82,6,T6_2E,82,CAMROT,T6_2E,crack,64,absent,0
T6_2E-83,6,T6_2E,83,CAMROT,T6_2E,crack,64,absent,0
T6_2E-85,6,T6_2E,85,CAMROT,T6_2E,crack,64,absent,0
T6_2E-88,6,T6_2E,88,CAMROT,T6_2E,crack,64,absent,0
T9_3C-64,9,T9_3C,64,ACHMIL,T9_3C,crack,64,absent,0
T9_3C-67,9,T9_3C,67,ACHMIL,T9_3C,crack,64,absent,0
T9_3C-76,9,T9_3C,76,ACHMIL,T9_3C,crack,64,absent,0
T9_3C-80,9,T9_3C,80,ACHMIL,T9_3C,crack,64,absent,0
T9_3C-89,9,T9_3C,89,ACHMIL,T9_3C,crack,64,absent,0
T9_3C-90,9,T9_3C,90,ACHMIL,T9_3C,crack,64,absent,0
T9_3E-107,9,T9_3E,107,CAMROT,T9_3E,crack,64,absent,0
T9_3E-20,9,T9_3E,20,CAMROT,T9_3E,crack,64,absent,0
T9_3E-23,9,T9_3E,23,CAMROT,T9_3E,crack,64,absent,0
T9_3E-37,9,T9_3E,37,CAMROT,T9_3E,crack,64,absent,0
T9_3E-38,9,T9_3E,38,CAMROT,T9_3E,crack,64,absent,0
T9_3E-46,9,T9_3E,46,CAMROT,T9_3E,crack,64,absent,0
T9_3E-49,9,T9_3E,49,CAMROT,T9_3E,crack,64,absent,0
T9_3E-50,9,T9_3E,50,CAMROT,T9_3E,crack,64,absent,0
T9_3E-52,9,T9_3E,52,CAMROT,T9_3E,crack,64,absent,0
T9_3E-53,9,T9_3E,53,CAMROT,T9_3E,crack,64,absent,0
T9_3E-55,9,T9_3E,55,CAMROT,T9_3E,crack,64,absent,0
T9_3E-56,9,T9_3E,56,CAMROT,T9_3E,crack,64,absent,0
T9_3E-61,9,T9_3E,61,CAMROT,T9_3E,crack,64,absent,0
T9_3E-62,9,T9_3E,62,CAMROT,T9_3E,crack,64,absent,0
T9_3E-67,9,T9_3E,67,CAMROT,T9_3E,crack,64,absent,0
T9_3E-68,9,T9_3E,68,CAMROT,T9_3E,crack,64,absent,0
T9_3E-7,9,T9_3E,7,CAMROT,T9_3E,crack,64,absent,0
T9_3E-70,9,T9_3E,70,CAMROT,T9_3E,crack,64,absent,0
T9_3E-71,9,T9_3E,71,CAMROT,T9_3E,crack,64,absent,0
T9_3E-74,9,T9_3E,74,CAMROT,T9_3E,crack,64,absent,0
T9_3E-76,9,T9_3E,76,CAMROT,T9_3E,crack,64,absent,0
T9_3E-79,9,T9_3E,79,CAMROT,T9_3E,crack,64,absent,0
T9_3E-80,9,T9_3E,80,CAMROT,T9_3E,crack,64,absent,0
T9_3E-82,9,T9_3E,82,CAMROT,T9_3E,crack,64,absent,0
